P22,P2002,P3,P2,P1304,P2004,P28,P803,P1303,P27,P1301,P25,P23,P802,P0A,P2001,P801,P1,CAPITAL,CCAA,P14R,P26,P4,P804,P19,TAMUNI,P1302,ESTUDIOS,P2003
1,3,-5,-3,0,6,1,-5,0,2,0,1,32,-4,1,8,-4,-2,3,17,2,5,5,-5,5,2,4,5,1
2,5,-5,-1,0,10,1,-5,0,1,0,1,44,-4,1,10,-4,-3,3,17,97,2,5,-4,3,2,2,3,1
2,4,-3,-1,0,7,1,-2,4,1,0,1,52,-2,1,8,-5,-1,1,17,97,2,3,-5,4,5,6,6,2
2,4,-5,-1,0,7,2,-5,0,1,5,1,36,-4,1,8,-4,-2,1,17,97,1,3,-5,7,5,5,6,1
2,4,-2,-1,10,5,1,-5,0,2,0,1,59,-3,2,8,-2,-2,1,17,4,1,2,-2,5,5,5,4,2
2,3,-5,-4,0,6,1,-5,0,2,8,7,92,-5,1,8,-4,-2,1,17,1,2,4,-5,6,5,0,5,1
2,2,-4,-1,0,6,1,-3,0,1,0,2,66,-3,1,7,-5,-1,1,17,2,2,4,-3,2,5,7,5,1
1,4,-5,-3,0,5,1,-3,6,2,0,1,35,-5,1,7,-5,-3,1,17,3,5,5,-5,3,5,0,5,3
1,4,-5,-1,0,7,1,-3,6,2,0,1,38,-5,1,9,-5,-2,1,17,5,4,4,-5,1,5,0,5,2
1,4,-3,-1,0,6,2,-4,0,1,0,2,75,-3,1,7,-4,-3,1,17,2,2,2,-4,4,5,8,3,1
1,2,-5,-1,0,1,1,-5,0,2,1,2,62,-4,1,5,-2,-4,3,17,18,4,5,-3,6,1,0,5,1
1,4,-4,-3,0,9,1,-4,8,2,0,1,25,-4,1,10,-4,-3,3,17,3,5,4,-5,3,1,4,5,1
1,4,-4,-1,0,6,2,-4,9,1,0,1,56,-4,1,8,-5,-1,1,17,3,5,4,-5,2,5,0,4,2
2,5,-4,-3,0,6,1,-4,0,1,0,2,77,-3,1,8,-4,-4,1,17,2,1,2,-4,5,5,8,3,1
2,3,-4,-3,0,6,2,-4,6,1,0,1,38,-4,1,8,-4,-4,1,17,3,2,3,-5,3,5,0,5,3
1,2,-3,-3,0,5,1,-5,0,2,0,2,88,-5,1,7,-5,-4,1,17,97,3,4,-5,99,5,0,3,1
1,3,-5,-1,5,6,2,-5,0,1,7,2,78,-4,1,7,-3,-2,1,17,1,1,5,-4,7,5,0,3,1
2,3,-5,-1,0,5,2,-4,0,1,6,1,49,-4,1,6,-2,-3,1,17,18,2,5,-4,8,5,0,6,1
2,3,-5,-1,0,6,2,-1,10,1,0,1,37,-4,1,8,-5,-2,1,17,3,5,4,-4,2,5,2,6,2
2,3,-5,-1,0,6,2,-5,0,2,7,7,26,-5,1,7,-4,-1,1,17,1,2,4,-4,7,5,0,4,1
1,3,-5,-3,5,5,2,-5,0,1,8,1,56,-5,1,7,-3,-3,1,17,1,2,5,-3,7,5,0,5,1
2,3,-3,-2,5,6,2,-4,0,1,8,2,71,-4,1,7,-3,-3,1,17,1,1,5,-4,6,5,1,3,1
2,4,-4,-1,5,6,1,-4,0,1,6,1,58,-4,1,7,-3,-4,1,17,1,2,4,-4,5,5,0,4,1
1,2,-5,-2,1,5,3,-4,0,1,7,2,89,-4,1,6,-2,-4,1,17,1,2,3,-4,6,5,0,2,1
2,4,-3,-1,0,9,1,-2,6,1,0,1,48,-2,1,8,-5,-2,1,17,5,3,3,-4,3,5,6,6,2
2,2,-5,-4,4,5,1,-5,0,1,6,3,77,-5,1,6,-3,-4,1,17,1,1,4,-4,6,5,0,2,1
2,3,-4,-3,0,5,2,-3,0,1,0,7,39,-3,1,8,-3,-3,1,17,97,5,4,-3,5,5,0,4,1
1,2,-4,-1,4,6,1,-5,0,1,9,2,65,-4,1,7,-2,-2,1,17,1,1,3,-3,7,5,0,5,1
2,3,-2,-2,0,5,1,-4,4,1,0,7,86,-2,1,8,-4,-2,1,17,2,1,3,-4,3,5,10,1,1
1,3,-3,-2,4,5,1,-4,0,1,7,1,52,-4,1,8,-2,-2,1,17,1,2,3,-4,6,5,0,5,1
1,4,-5,-1,0,6,1,-3,6,2,0,4,46,-3,1,8,-4,-1,3,17,97,5,5,-3,4,2,5,3,3
2,2,-5,-1,0,5,2,-5,0,1,0,1,59,-5,1,8,-5,-2,3,17,5,1,5,-5,2,2,2,5,1
2,4,-5,-2,0,6,2,-3,6,1,0,1,54,-3,1,8,-5,-2,3,17,3,4,4,-4,4,2,4,6,4
1,3,-5,-3,6,6,1,-3,1,1,8,2,64,-3,1,8,-5,-4,3,17,2,5,5,-3,3,2,3,3,2
1,4,-5,-2,0,5,2,-5,0,1,0,1,34,-4,1,8,-5,-2,3,17,5,4,3,-4,5,2,0,6,1
1,2,-4,-2,5,6,1,-5,0,1,6,2,77,-4,1,7,-2,-4,3,17,1,1,2,-4,6,2,0,6,1
2,4,-3,-1,7,5,2,-5,0,1,0,7,44,-3,1,8,-5,-2,3,17,2,5,4,-3,4,2,8,6,2
1,3,-4,-1,8,7,2,-4,0,1,4,6,21,-5,1,8,-3,-2,3,17,4,5,3,-3,7,2,0,4,1
1,4,-2,-1,4,5,2,-3,5,1,6,6,20,-3,1,7,-3,-3,1,17,97,4,2,-3,98,5,5,3,2
2,3,-4,-2,0,7,2,-3,3,1,0,1,47,-3,1,8,-4,-4,1,17,2,2,4,-4,3,5,7,5,1
2,3,-5,-4,0,6,3,-4,0,1,10,2,95,-4,1,8,-1,-1,1,17,1,1,5,-4,7,5,0,3,1
2,4,-2,-3,0,7,3,-5,0,1,0,2,74,-2,1,8,-5,-3,1,17,2,2,4,-5,4,5,6,3,1
1,3,-4,-4,0,5,1,-5,0,2,0,2,83,-3,1,1,-5,-3,1,17,2,2,4,-5,3,5,6,3,1
2,5,-3,-3,0,5,2,-3,2,2,0,5,23,-3,2,8,-3,-4,1,17,2,1,5,-3,5,5,6,5,2
1,7,-2,-1,0,6,1,-5,0,1,10,2,68,-3,1,9,-2,-1,3,17,1,1,2,-3,8,1,0,2,4
1,3,-3,-2,5,8,1,-5,0,2,8,1,55,-4,1,8,-3,-3,3,17,1,1,3,-3,10,1,0,3,4
1,3,-2,-2,0,9,1,-2,0,1,0,2,67,-2,1,9,-4,-3,3,17,2,2,2,-4,3,1,10,3,2
2,4,-5,-4,0,6,2,-2,0,1,0,7,69,-1,1,10,-3,-4,3,17,2,2,5,-2,1,1,10,2,6
1,3,-3,-2,6,5,1,-4,0,2,1,1,57,-4,1,8,-4,-2,3,12,4,2,5,-3,6,3,1,3,1
1,3,-3,-1,9,5,1,-4,0,2,4,1,47,-3,1,8,-3,-2,3,12,1,2,4,-2,5,3,1,3,2
2,4,-4,-1,0,7,1,-3,6,2,0,4,31,-4,1,9,-5,-2,3,12,5,5,4,-4,3,3,8,3,3
2,5,-4,-3,3,7,1,-4,2,1,4,1,37,-4,1,7,-4,-4,3,12,2,2,3,-4,5,3,5,5,2
1,5,-4,-2,0,7,1,-3,5,2,0,4,22,-3,1,8,-5,-2,3,12,95,4,3,-4,3,3,6,6,3
1,2,-3,-2,2,6,1,-4,0,1,10,1,39,-4,1,6,-2,-2,3,12,1,2,4,-3,6,3,0,3,1
2,4,-3,-1,3,6,1,-3,7,2,0,1,58,-3,1,9,-5,-2,3,12,2,4,4,-4,4,3,8,4,3
2,5,-4,-1,0,8,1,-3,5,1,0,1,32,-4,1,9,-5,-1,2,12,3,5,4,-4,1,4,3,6,2
1,3,-4,-2,1,9,1,-5,1,1,0,1,53,-3,1,9,-5,-3,2,12,2,4,4,-4,4,4,6,6,2
2,1,-3,-2,2,8,1,-4,2,1,5,1,36,-3,1,8,-3,-3,2,12,2,2,3,-3,4,4,5,6,1
1,3,-3,-2,5,7,1,-3,8,1,0,6,22,-3,1,8,-3,-1,2,12,3,1,3,-3,5,4,2,4,5
2,3,-4,-2,5,6,1,-5,0,1,2,2,47,-4,1,8,-4,-3,2,12,4,2,4,-3,6,4,3,3,1
2,3,-5,-2,5,5,1,-4,0,1,0,2,64,-4,1,9,-4,-2,2,12,4,1,4,-3,5,4,0,6,1
1,5,-4,-2,2,8,1,-5,3,1,1,1,59,-4,1,8,-4,-3,2,12,5,2,5,-5,3,4,3,6,2
1,3,-4,-2,1,6,1,-4,0,1,10,2,82,-5,1,6,-3,-4,3,12,1,1,4,-3,7,2,0,2,1
2,3,-3,-3,6,5,1,-3,5,1,1,1,43,-3,1,8,-3,-2,3,12,2,2,3,-3,5,2,7,5,2
1,5,-3,-1,0,7,1,-3,6,2,0,2,64,-3,1,8,-5,-2,3,12,95,5,3,-5,3,2,4,5,3
2,4,-3,-2,5,6,1,-3,2,1,5,1,45,-3,1,6,-4,-2,3,12,1,2,3,-3,5,2,4,5,2
2,4,-4,-2,0,7,1,-3,0,1,0,4,34,-2,1,8,-5,-2,3,12,2,2,3,-4,4,2,10,5,3
1,4,-4,-2,1,6,1,-3,0,2,0,1,54,-2,1,8,-5,-2,3,12,2,2,4,-3,4,2,10,3,5
1,5,-4,-2,1,5,1,-4,0,2,0,1,37,-3,1,8,-5,-2,3,12,2,2,4,-4,4,2,10,5,2
2,4,-4,-4,1,4,1,-3,1,2,0,1,28,-4,1,8,-4,-4,3,12,3,2,3,-3,98,2,1,4,4
1,4,-3,-1,3,6,1,-4,0,1,2,2,59,-4,1,9,-4,-1,3,12,2,1,3,-3,4,2,5,5,1
2,4,-5,-4,0,7,1,-4,0,1,0,1,53,-4,1,8,-4,-3,3,12,2,2,5,-4,4,2,6,3,2
2,4,-5,-2,1,6,1,-4,0,1,6,2,65,-4,1,8,-4,-2,3,12,97,2,4,-4,7,1,0,4,2
2,5,-4,-2,1,5,3,-4,0,1,0,2,70,-3,1,7,-4,-3,3,12,2,2,3,-3,5,1,10,2,2
2,3,-4,-3,6,5,1,-4,0,1,0,1,34,-3,1,8,-4,-4,3,12,97,2,3,-3,5,1,5,5,1
2,3,-2,-2,9,5,1,-5,0,2,0,1,45,-3,1,7,-4,-2,3,12,4,2,2,-2,5,1,2,5,2
1,5,-4,-3,2,5,1,-4,0,1,0,1,42,-4,1,8,-4,-3,3,12,2,2,4,-4,5,1,2,3,2
2,4,-4,-3,0,7,1,-3,0,1,0,1,56,-2,1,9,-5,-3,3,12,2,2,3,-3,4,1,10,3,3
1,3,-4,-2,1,5,1,-4,1,1,5,1,33,-4,1,6,-4,-3,3,12,97,2,4,-4,6,1,4,3,1
1,2,-4,-3,5,6,3,-5,0,1,6,2,79,-4,1,8,-4,-2,3,12,97,1,4,-4,6,1,0,1,1
2,2,-4,-1,2,6,1,-5,0,1,9,1,62,-5,1,8,-2,-3,3,12,1,1,4,-2,8,1,0,5,1
1,2,-4,-2,6,6,1,-5,0,2,5,1,34,-4,1,6,-3,-2,3,12,1,2,3,-3,6,1,1,5,1
2,4,-3,-2,8,5,1,-4,1,1,2,1,46,-4,1,8,-4,-2,3,12,2,2,4,-2,5,1,3,6,2
2,4,-3,-3,0,5,1,-3,0,1,0,1,34,-2,1,8,-3,-3,3,12,2,2,4,-2,4,1,10,6,1
1,5,-4,-3,5,5,1,-5,0,1,4,1,57,-5,1,5,-4,-3,3,12,97,2,3,-3,5,1,1,5,1
1,4,-3,-2,5,5,1,-3,0,1,10,2,84,-3,1,6,-2,-3,3,12,97,2,3,-2,6,1,0,1,2
2,4,-4,-2,0,7,1,-3,0,1,0,2,73,-2,1,9,-5,-3,3,12,2,2,5,-4,4,1,10,2,2
1,3,-3,-2,6,6,1,-4,0,1,6,1,42,-3,1,6,-3,-2,3,12,97,2,4,-3,6,1,1,5,2
1,3,-4,-3,6,6,1,-4,0,1,0,2,70,-3,1,8,-3,-4,3,12,2,2,3,-3,5,3,9,2,1
2,1,-4,-4,3,7,1,-4,0,2,10,2,73,-3,1,8,-3,-3,3,12,1,1,4,-3,8,3,0,1,1
1,5,-3,-1,0,2,2,-4,0,2,10,1,54,-3,1,8,-3,-2,3,12,1,2,4,-4,8,3,5,3,1
1,3,-4,-2,0,10,2,-4,3,1,0,6,26,-3,1,9,-5,-2,3,12,95,5,4,-5,2,3,6,5,1
2,5,-4,-2,0,5,1,-5,0,1,0,1,43,-5,1,8,-5,-4,2,12,95,2,4,-5,5,4,0,6,1
1,3,-4,-4,1,7,1,-5,0,2,0,1,37,-5,1,7,-4,-3,2,12,8,2,4,-4,8,4,0,5,1
1,3,-3,-1,0,7,1,-3,6,1,0,6,20,-2,1,8,-5,-2,2,12,2,5,3,-4,3,4,8,4,2
1,3,-5,-4,0,7,1,-4,2,2,0,1,34,-4,1,8,-4,-3,2,12,97,5,4,-4,5,4,2,3,1
2,4,-3,-4,1,8,1,-4,1,1,1,2,67,-3,1,8,-5,-3,2,12,2,2,4,-4,4,4,9,3,2
1,4,-5,-2,8,6,1,-5,1,1,1,1,46,-5,1,7,-5,-3,2,12,4,2,3,-3,7,4,1,3,2
2,4,-4,-1,1,8,1,-4,2,1,2,1,48,-4,1,7,-4,-3,2,12,2,2,4,-4,5,4,4,5,1
2,4,-3,-3,6,7,1,-4,2,2,3,1,32,-3,1,7,-3,-2,2,12,2,1,4,-4,5,4,8,6,2
1,2,-3,-2,0,5,1,-3,0,2,10,1,31,-4,2,6,-2,-2,3,12,97,2,3,-4,6,3,0,4,4
2,5,-3,-2,0,8,1,-3,0,2,0,4,30,-4,1,9,-5,-2,3,12,95,4,4,-5,3,3,0,6,3
1,4,-4,-1,0,7,2,-3,3,2,0,1,44,-3,1,8,-5,-2,3,12,2,4,4,-4,3,3,9,6,3
1,3,-4,-2,5,5,1,-4,0,1,5,6,24,-3,1,6,-3,-3,3,12,97,2,3,-2,6,3,1,6,2
2,5,-3,-3,5,5,1,-3,1,2,0,1,55,-3,1,7,-3,-4,3,12,2,2,5,-2,5,3,5,3,2
1,4,-3,-2,0,6,1,-4,1,1,0,1,53,-4,1,9,-4,-2,3,12,95,2,3,-3,3,3,2,4,3
2,6,-4,-1,0,8,1,-3,0,1,0,1,47,-4,1,9,-5,-2,3,12,95,5,4,-5,3,3,0,6,4
1,4,-3,-1,0,8,1,-3,5,1,0,1,60,-3,1,9,-5,-2,3,12,2,2,4,-4,4,1,5,6,3
1,5,-4,-1,4,5,1,-4,1,1,5,2,66,-5,1,8,-4,-3,3,12,97,1,4,-3,6,1,1,5,2
2,4,-3,-2,0,6,1,-3,0,1,0,1,55,-2,1,9,-5,-2,3,12,2,2,4,-4,4,1,10,3,2
2,2,-3,-2,3,5,1,-4,0,1,7,1,50,-5,1,6,-2,-2,3,12,1,2,4,-3,6,1,0,6,1
1,5,-4,-3,0,6,1,-4,3,1,0,1,33,-4,1,7,-5,-4,2,12,97,4,4,-4,3,4,0,5,3
1,2,-4,-2,0,5,1,-5,0,1,10,2,80,-5,1,7,-2,-2,2,12,1,1,4,-3,7,4,0,6,1
1,4,-3,-2,7,6,1,-3,2,1,7,1,58,-3,1,8,-4,-2,2,12,2,2,3,-3,4,4,3,5,2
2,4,-3,-2,0,9,1,-3,3,1,0,1,32,-3,1,9,-5,-2,2,12,95,5,4,-4,4,4,2,6,4
2,4,-4,-2,0,6,1,-3,0,2,0,1,58,-3,1,9,-5,-3,2,12,2,2,4,-4,4,4,8,3,2
1,5,-5,-2,0,8,1,-5,0,1,0,1,47,-5,1,8,-5,-2,2,12,97,4,3,-5,3,4,0,6,4
1,3,-3,-2,9,5,1,-4,1,1,1,1,51,-4,1,7,-4,-2,2,12,4,2,3,-3,4,4,2,6,2
1,4,-3,-3,1,7,3,-4,1,1,6,2,84,-3,1,8,-3,-2,2,12,1,1,3,-4,8,4,5,3,2
2,7,-3,-1,3,4,1,-3,5,1,0,1,59,-3,1,1,-5,-2,2,12,2,2,4,-4,3,4,6,5,6
1,3,-5,-3,6,7,1,-5,3,1,7,1,44,-3,1,8,-3,-4,2,12,1,2,4,-3,5,4,4,5,2
1,4,-2,-2,3,5,1,-4,0,1,9,1,46,-3,1,7,-1,-3,2,12,1,1,3,-4,7,4,6,5,1
2,4,-3,-1,0,8,1,-1,9,1,0,3,76,-3,1,8,-5,-1,2,12,3,1,5,-5,5,4,3,2,3
2,4,-3,-4,6,6,1,-4,0,1,7,2,71,-4,1,7,-3,-4,2,12,1,2,4,-4,6,4,2,1,1
2,5,-4,-3,5,7,1,-4,1,1,5,1,39,-3,1,6,-3,-3,2,12,2,1,4,-3,5,4,5,5,2
1,3,-3,-3,4,7,1,-3,8,1,3,1,56,-3,1,7,-3,-3,2,12,2,2,3,-4,3,4,8,3,2
1,3,-3,-2,4,7,1,-3,7,1,2,1,33,-3,1,8,-4,-3,2,12,2,2,3,-3,4,4,8,4,2
1,5,-5,-1,4,6,1,-5,2,1,2,1,54,-5,1,8,-5,-1,2,12,4,2,4,-3,3,4,2,4,5
2,2,-5,-1,0,6,1,-5,0,1,0,1,45,-5,1,6,-5,-1,2,12,3,4,3,-5,7,4,0,5,1
1,5,-5,-1,1,10,1,-3,3,1,1,6,24,-3,1,9,-5,-2,2,12,2,6,4,-5,3,4,4,6,4
1,4,-5,-3,7,7,1,-4,1,1,7,4,43,-4,1,6,-4,-4,2,12,4,2,5,-4,6,4,2,3,2
1,4,-4,-4,4,6,1,-2,1,1,1,1,31,-2,1,7,-2,-4,2,12,4,4,4,-2,6,4,1,3,3
2,3,-4,-3,6,7,1,-4,4,1,2,1,29,-4,1,8,-4,-3,2,12,2,2,4,-4,5,4,7,3,2
2,4,-4,-4,0,7,1,-4,2,2,0,4,22,-4,1,7,-5,-3,2,12,3,2,4,-5,5,4,1,3,3
2,4,-4,-2,1,7,1,-4,3,1,5,1,41,-3,1,7,-4,-2,2,12,2,1,5,-5,4,4,7,3,2
2,4,-5,-3,0,8,1,-3,4,1,0,1,55,-3,1,8,-3,-4,2,12,95,2,4,-4,5,4,5,3,4
2,1,-5,-4,7,6,1,-5,3,2,6,2,66,-4,1,4,-4,-4,2,12,1,2,5,-4,6,4,5,2,1
1,4,-3,-1,5,6,1,-5,0,1,8,2,69,-4,1,6,-2,-4,3,12,1,2,3,-3,98,2,5,2,1
2,2,-3,-2,0,7,1,-3,0,1,0,1,49,-3,1,9,-5,-2,3,12,2,2,3,-5,1,2,10,6,2
2,3,-3,-1,0,10,1,-4,0,1,0,2,62,-3,1,10,-4,-2,3,12,2,2,3,-4,5,2,10,6,2
1,4,-3,-1,5,6,1,-4,0,1,10,2,79,-3,1,10,-2,-2,3,12,1,2,3,-3,10,2,0,2,3
2,3,-4,-2,5,7,1,-4,0,2,10,2,70,-4,1,8,-2,-4,3,12,1,1,4,-3,8,2,0,2,1
1,5,-5,-2,0,5,2,-5,0,1,10,1,47,-4,1,6,-3,-3,3,12,1,2,3,-3,6,2,0,5,1
1,3,-3,-2,5,5,1,-4,0,1,5,2,90,-4,1,9,-3,-2,3,12,4,1,4,-2,5,2,5,5,1
2,6,-5,-2,5,5,1,-5,0,1,0,1,46,-3,1,10,-5,-3,3,12,2,2,3,-3,5,2,5,6,1
1,3,-5,-1,6,7,1,-4,0,1,6,1,39,-3,1,8,-3,-2,3,12,4,2,3,-4,6,2,3,6,1
2,4,-5,-4,0,9,1,-5,0,1,0,1,44,-4,1,10,-5,-4,3,12,2,2,4,-5,4,2,5,6,2
1,2,-5,-3,0,9,2,-4,0,1,10,1,44,-4,1,8,-4,-3,3,12,1,1,4,-3,7,2,0,3,1
1,3,-4,-3,3,6,1,-5,0,1,10,2,73,-4,1,9,-3,-4,3,12,1,1,3,-3,8,2,0,2,1
1,4,-3,-2,4,7,1,-4,6,1,0,4,61,-3,1,8,-4,-3,3,12,2,2,3,-4,4,2,8,3,2
1,4,-4,-2,4,5,1,-4,1,1,1,2,64,-3,1,8,-4,-2,3,12,2,2,4,-2,5,2,5,2,2
1,3,-3,-2,2,6,1,-4,0,1,0,1,60,-3,1,8,-5,-3,3,12,2,2,3,-3,3,2,9,3,3
2,2,-4,-3,0,5,1,-5,0,1,10,2,62,-4,1,5,-3,-3,3,12,97,2,4,-3,5,2,0,2,1
2,4,-4,-3,4,5,1,-3,7,1,0,1,35,-4,1,8,-4,-3,3,12,95,4,4,-3,4,2,4,5,4
2,4,-3,-3,0,6,1,-3,1,2,0,4,49,-3,1,8,-4,-3,3,12,2,2,4,-3,4,2,9,3,4
1,4,-4,-2,3,7,1,-3,4,1,0,1,35,-4,1,7,-4,-2,3,12,95,4,4,-4,4,2,4,6,3
2,3,-3,-3,6,5,1,-3,0,1,5,7,54,-4,1,5,-3,-3,3,12,1,2,4,-2,5,2,0,3,1
1,4,-3,-2,0,8,1,-3,1,1,0,1,60,-3,1,8,-4,-3,3,12,95,2,3,-3,4,2,5,2,2
1,2,-3,-2,0,6,1,-5,0,2,10,2,70,-5,1,6,-2,-2,3,12,1,2,3,-3,6,2,0,2,1
1,3,-4,-2,1,5,1,-4,0,2,0,4,60,-4,1,7,-4,-3,3,12,97,2,4,-4,5,2,8,2,5
2,4,-3,-2,0,7,1,-3,0,1,0,1,55,-3,1,8,-5,-2,3,12,95,3,4,-5,3,2,6,5,3
1,5,-4,-3,0,7,1,-3,5,2,0,1,47,-3,1,8,-4,-3,3,12,97,2,4,-3,4,2,5,5,4
1,4,-3,-2,0,6,1,-4,1,2,0,2,70,-4,1,9,-4,-2,3,12,2,2,3,-3,3,2,2,3,3
2,4,-4,-3,10,4,1,-4,0,1,0,4,21,-4,1,8,-4,-3,2,12,97,4,3,-2,4,4,0,5,2
2,4,-3,-2,0,8,1,-4,0,1,0,7,65,-3,1,8,-5,-3,2,12,2,2,4,-4,4,4,10,4,2
1,4,-4,-2,0,8,1,-2,0,1,0,1,39,-2,1,9,-4,-3,2,12,2,2,3,-3,4,4,7,4,3
1,4,-3,-1,5,5,1,-4,0,2,2,1,45,-4,1,6,-3,-2,2,12,18,2,4,-2,6,4,0,3,2
1,2,-3,-2,4,6,1,-4,0,1,6,2,74,-4,1,7,-2,-2,2,12,1,1,4,-2,7,4,0,2,2
1,3,-4,-2,0,7,1,-3,0,1,0,4,30,-3,1,8,-5,-2,2,12,2,4,3,-4,3,4,9,6,3
1,3,-3,-2,10,5,1,-4,0,2,0,1,57,-4,1,6,-3,-2,2,12,1,2,3,-2,6,4,0,3,2
2,3,-4,-3,0,6,1,-3,1,2,0,1,44,-2,1,9,-5,-3,2,12,2,5,3,-3,3,4,10,3,2
2,3,-3,-1,0,8,1,-3,9,1,0,1,58,-3,1,9,-5,-1,2,12,2,4,3,-4,2,4,10,6,3
1,5,-5,-2,5,5,1,-5,0,1,0,2,67,-4,1,9,-4,-4,2,12,2,2,4,-4,5,4,5,6,1
2,3,-3,-1,10,6,1,-5,0,1,0,2,75,-3,1,9,-3,-2,2,12,4,2,3,-5,5,4,0,6,2
2,4,-3,-2,0,5,1,-3,0,1,10,1,50,-3,1,6,-3,-2,2,12,1,1,3,-3,6,4,0,6,2
1,6,-3,-1,0,8,1,-3,1,1,0,1,45,-4,1,8,-5,-1,2,12,95,5,3,-5,1,4,0,6,4
2,4,-5,-2,0,6,1,-5,0,1,0,1,36,-5,1,9,-5,-2,2,12,2,2,3,-5,4,4,5,6,1
1,4,-4,-1,4,5,1,-5,0,1,6,1,57,-4,1,7,-3,-2,2,12,1,4,4,-3,6,4,3,6,2
2,5,-3,-1,0,9,1,-4,4,1,0,2,65,-3,1,10,-5,-2,2,12,2,2,3,-5,2,4,9,6,4
2,4,-4,-1,0,5,1,-4,0,1,0,1,55,-4,1,9,-4,-2,2,12,97,2,4,-3,6,4,9,6,3
1,4,-4,-1,0,7,1,-3,0,1,0,2,87,-3,1,8,-4,-2,3,12,2,2,3,-4,4,2,10,1,3
1,3,-4,-2,6,6,1,-4,0,1,1,1,54,-4,1,7,-4,-2,3,12,4,4,4,-3,6,2,0,4,2
2,4,-3,-3,0,7,1,-3,2,1,0,1,58,-2,1,8,-5,-3,3,12,2,2,3,-4,4,2,9,5,3
1,4,-3,-2,0,7,1,-3,0,1,0,1,40,-3,1,8,-5,-2,3,12,2,4,3,-4,4,2,10,6,2
1,4,-4,-3,0,8,1,-3,2,1,0,4,31,-3,1,8,-4,-3,3,12,95,2,3,-3,4,2,2,5,3
2,3,-4,-2,5,5,1,-4,0,1,5,1,43,-4,1,6,-4,-2,3,12,1,2,3,-4,6,2,2,6,1
2,5,-4,-1,0,8,1,-2,3,1,0,1,52,-2,1,8,-3,-1,3,12,95,2,3,-5,4,2,2,6,4
1,4,-5,-4,1,8,1,-5,1,1,0,2,72,-2,1,8,-5,-4,3,12,2,2,4,-5,4,2,7,2,2
2,3,-4,-3,0,8,1,-3,1,1,0,2,76,-2,1,8,-3,-3,3,12,2,1,4,-3,4,2,9,2,2
2,3,-4,-1,6,7,1,-5,0,2,8,1,56,-5,1,6,-3,-2,3,12,1,2,4,-2,7,2,0,2,1
1,3,-4,-4,6,2,1,-4,2,2,9,4,57,-4,1,7,-2,-3,3,12,1,1,4,-3,7,2,2,1,2
2,4,-4,-4,3,6,3,-3,3,1,3,1,61,-3,1,7,-4,-4,3,12,2,2,4,-3,5,2,4,1,3
1,2,-4,-4,1,6,1,-4,0,2,2,1,49,-4,1,6,-4,-3,3,12,18,5,3,-4,7,2,0,3,1
2,5,-2,-3,0,5,2,-4,0,1,7,2,82,-2,1,6,-2,-2,3,12,1,1,3,-4,5,2,5,1,2
1,5,-5,-3,0,9,1,-2,7,1,0,4,30,-4,1,9,-5,-3,3,12,3,5,4,-5,4,2,2,6,4
1,5,-4,-4,0,8,1,-5,6,1,0,1,51,-4,1,7,-5,-2,3,12,5,5,4,-5,3,2,6,6,4
1,3,-3,-2,0,8,1,-3,2,2,0,1,43,-1,1,8,-5,-2,3,12,2,2,3,-3,3,2,10,5,2
1,4,-3,-3,1,7,1,-4,3,2,1,2,88,-3,1,7,-4,-4,3,12,2,2,4,-4,4,2,6,1,3
2,5,-5,-1,0,8,1,-3,5,1,0,1,32,-4,1,7,-5,-2,3,12,95,4,4,-5,4,2,3,6,3
2,3,-4,-4,4,7,1,-4,6,1,0,2,79,-2,1,8,-4,-4,3,12,2,1,4,-3,3,2,8,1,3
2,5,-3,-1,0,8,1,-2,8,1,0,2,74,-3,1,8,-5,-2,3,12,3,4,4,-4,4,2,3,4,4
1,3,-4,-2,6,7,3,-4,0,1,8,2,84,-3,1,6,-2,-2,3,12,1,1,4,-2,6,2,0,2,1
2,5,-5,-1,0,9,1,-2,4,2,0,1,41,-3,1,9,-3,-2,3,12,95,5,4,-4,3,2,2,6,4
1,3,-5,-2,0,6,1,-5,0,1,10,2,62,-4,1,8,-3,-2,3,12,1,1,4,-3,8,3,0,4,3
1,4,-3,-4,8,6,1,-4,0,1,10,1,48,-3,1,10,-2,-3,3,12,1,2,3,-3,10,3,0,3,3
2,4,-4,-3,5,5,1,-4,0,1,5,3,63,-3,1,8,-3,-4,3,12,97,2,4,-3,5,3,0,2,1
1,3,-5,-2,0,6,1,-5,0,1,10,1,50,-5,1,8,-2,-3,3,12,1,2,5,-3,8,3,0,3,1
1,1,-5,-2,0,6,1,-4,0,1,10,1,35,-4,1,10,-2,-2,3,12,1,2,4,-3,10,3,0,5,1
2,4,-3,-3,5,7,1,-4,0,1,10,2,80,-3,1,8,-2,-2,3,12,1,1,3,-3,8,2,0,6,2
1,4,-4,-1,4,6,1,-4,5,1,0,1,64,-3,1,7,-3,-2,3,12,2,2,3,-3,4,2,10,6,2
1,4,-3,-4,0,10,1,-3,2,2,0,4,39,-3,1,10,-4,-2,3,12,2,2,5,-4,4,2,8,3,2
1,3,-3,-2,7,6,1,-4,0,1,6,1,40,-3,1,7,-3,-3,3,12,4,1,3,-4,5,2,5,3,2
2,4,-4,-2,6,6,1,-4,0,1,4,1,55,-4,1,7,-4,-2,3,13,4,1,3,-4,4,5,4,6,1
