P22,P2002,P3,P2,P1304,P2004,P28,P803,P1303,P27,P1301,P25,P23,P802,P0A,P2001,P801,P1,CAPITAL,CCAA,P14R,P26,P4,P804,P19,TAMUNI,P1302,ESTUDIOS,P2003
1,4,-3,-2,6,6,1,-3,6,2,0,1,44,-3,1,7,-5,-3,3,10,2,2,4,-3,4,3,9,3,3
2,5,-5,-2,0,9,1,-2,5,1,0,1,39,-4,1,10,-5,-2,3,10,3,5,5,-4,4,3,5,5,3
1,5,-4,-2,1,8,1,-2,5,2,0,1,33,-4,1,10,-4,-3,3,10,3,5,4,-4,3,3,2,5,3
1,2,-3,-3,2,5,1,-5,0,1,10,2,73,-3,1,6,-2,-2,3,10,1,1,4,-2,98,2,2,2,1
1,4,-5,-2,0,5,1,-5,0,1,0,1,45,-4,1,9,-4,-4,3,10,18,2,4,-5,5,2,0,3,5
1,4,-2,-3,0,8,1,-4,0,2,0,2,92,-2,1,10,-5,-1,3,10,2,2,2,-4,3,2,10,2,2
1,4,-3,-1,0,8,1,-3,4,1,0,1,57,-2,1,9,-5,-2,3,10,2,2,3,-4,4,2,10,3,2
1,5,-5,-2,0,5,1,-4,0,2,0,4,52,-3,2,8,-5,-1,3,10,1,2,1,-4,98,2,10,4,3
2,4,-3,-4,10,5,1,-5,0,1,0,4,50,-3,1,7,-5,-2,3,10,4,2,3,-1,98,2,0,2,2
1,5,-3,-3,2,6,1,-4,1,1,6,1,44,-4,1,8,-3,-3,3,10,1,2,3,-3,6,2,1,3,1
1,3,-3,-3,8,6,1,-4,1,2,9,1,60,-3,1,8,-1,-3,3,10,1,1,3,-2,6,2,1,3,2
1,4,-2,-2,5,5,1,-4,0,1,1,2,68,-4,1,9,-4,-2,3,10,4,2,2,-3,6,3,4,4,2
1,1,-4,-2,5,6,1,-4,4,1,2,1,44,-4,1,8,-4,-2,3,10,97,5,3,-4,3,3,4,3,3
1,4,-3,-3,2,7,1,-3,4,2,2,2,49,-3,1,8,-3,-2,3,10,97,5,3,-3,5,3,4,5,2
1,5,-4,-1,10,6,1,-4,5,1,7,6,27,-4,1,8,-4,-2,3,10,4,4,3,-2,6,3,5,5,3
2,4,-3,-2,0,9,1,-2,10,1,0,1,58,-3,1,9,-4,-1,3,10,3,5,4,-4,3,3,5,3,3
1,9,-5,-1,0,10,1,-5,0,2,0,1,59,-5,1,10,-5,-4,3,10,97,4,5,-5,99,3,0,3,7
1,3,-3,-3,0,7,1,-4,2,1,0,1,44,-3,1,9,-4,-3,3,10,2,4,4,-3,2,3,10,5,1
2,2,-5,-1,2,9,2,-5,0,2,3,1,43,-5,1,9,-4,-2,3,10,1,2,5,-3,9,3,0,6,1
1,3,-5,-4,5,5,1,-5,0,2,0,1,50,-4,1,8,-4,-4,3,10,18,1,4,-3,6,3,0,5,1
2,4,-4,-1,0,5,1,-5,0,1,9,1,37,-4,1,7,-3,-2,3,10,1,2,3,-3,8,3,0,4,1
1,2,-3,-1,0,8,2,-2,5,2,0,1,43,-2,1,10,-4,-2,3,10,2,2,3,-3,3,2,8,5,3
2,4,-4,-4,0,10,1,-4,0,2,0,3,63,-3,1,10,-4,-4,3,10,2,2,3,-3,5,2,5,3,1
1,2,-5,-2,5,5,1,-5,0,2,5,2,56,-5,1,7,-3,-4,3,10,97,2,3,-3,5,2,1,3,1
1,3,-5,-2,8,9,1,-4,0,2,4,1,36,-4,1,8,-4,-2,3,10,97,2,3,-4,5,2,3,5,2
1,3,-5,-1,0,7,2,-4,0,1,0,1,47,-4,1,7,-4,-3,3,10,97,2,4,-3,7,2,0,6,2
2,4,-3,-1,0,10,1,-3,7,1,0,2,72,-3,1,8,-4,-2,3,10,7,2,3,-4,2,2,5,2,3
1,3,-4,-2,7,6,1,-4,0,1,7,1,53,-3,1,6,-3,-3,3,10,1,2,4,-3,6,2,0,3,2
2,3,-4,-3,3,6,1,-4,2,1,4,1,60,-4,1,9,-3,-3,3,10,1,2,4,-3,7,2,2,3,2
1,5,-5,-4,2,7,1,-4,0,2,0,1,37,-4,1,9,-2,-4,3,10,7,2,5,-4,4,2,1,3,3
1,3,-3,-2,5,7,1,-4,0,1,6,2,68,-3,1,7,-3,-3,3,10,2,2,3,-3,4,2,6,2,4
1,4,-4,-3,3,5,1,-5,0,1,5,1,45,-4,1,6,-3,-3,3,10,1,2,3,-3,6,2,0,5,1
1,4,-3,-2,3,6,3,-4,0,1,0,1,60,-3,1,7,-3,-2,3,10,4,2,3,-3,5,2,0,5,3
1,4,-3,-4,0,5,1,-4,0,1,0,2,80,-3,1,7,-3,-4,3,10,1,2,5,-3,98,3,0,2,1
2,4,-2,-2,0,5,1,-4,0,1,2,3,80,-3,1,6,-3,-3,3,10,2,2,3,-3,5,3,5,2,1
2,2,-5,-2,4,6,1,-3,0,1,5,7,62,-5,1,6,-3,-2,3,10,1,2,5,-3,6,3,1,2,1
1,5,-4,-2,5,6,1,-5,0,1,5,1,45,-4,1,7,-2,-3,3,10,97,2,4,-2,98,3,0,3,2
1,4,-4,-1,0,8,1,-4,0,1,0,1,33,-3,1,10,-5,-2,3,10,95,2,3,-4,4,3,4,5,5
2,1,-4,-4,5,7,1,-4,0,1,0,1,34,-3,1,9,-5,-4,3,10,2,2,4,-3,5,3,6,5,1
1,4,-4,-3,7,8,1,-4,0,2,7,2,73,-3,1,7,-3,-4,3,10,4,2,3,-2,4,3,7,1,1
1,4,-3,-3,0,9,1,-4,0,2,0,2,61,-3,1,9,-4,-2,3,10,2,2,5,-4,4,3,10,3,1
1,4,-5,-2,10,7,1,-4,0,1,0,1,48,-4,1,5,-3,-1,3,10,4,2,3,-2,6,3,0,5,1
1,5,-4,-1,0,6,1,-1,5,1,0,1,31,-2,1,9,-4,-1,3,10,7,5,2,-2,1,3,0,5,1
2,2,-3,-2,4,3,1,-4,0,1,2,6,22,-3,1,8,-3,-3,3,10,7,1,3,-3,4,3,4,5,1
1,2,-5,-3,3,5,1,-5,0,2,5,4,20,-2,1,6,-2,-4,3,10,7,5,3,-3,3,3,9,5,8
2,7,-3,-1,0,10,1,-3,7,1,0,1,38,-4,1,10,-5,-1,3,10,5,5,4,-5,2,3,0,3,3
2,4,-5,-2,0,9,1,-3,0,2,0,1,49,-3,1,9,-5,-2,3,10,5,4,5,-4,1,1,0,3,2
1,5,-4,-2,0,5,1,-4,5,2,5,1,42,-3,1,6,-3,-3,3,10,97,2,4,-3,99,1,0,5,1
1,4,-3,-1,0,6,1,-4,0,2,0,2,65,-3,1,7,-5,-3,3,10,2,2,5,-4,3,1,6,5,2
2,3,-3,-4,6,6,1,-3,0,1,8,3,81,-3,1,7,-2,-3,3,10,1,1,5,-4,6,3,1,2,1
2,7,-3,-1,3,7,1,-1,10,1,0,2,54,-5,1,10,-5,-2,3,10,3,5,4,-4,3,3,1,5,2
2,4,-3,-2,6,7,1,-4,6,2,0,4,30,-4,1,7,-4,-2,3,10,97,5,4,-3,5,3,5,3,4
2,9,-5,-1,0,10,1,-5,0,1,0,6,21,-5,1,10,-5,-1,3,10,95,5,5,-5,1,3,0,2,5
1,4,-5,-1,4,5,1,-5,0,1,0,2,73,-5,1,7,-4,-2,2,10,97,4,3,-4,5,5,0,6,1
1,3,-3,-2,6,6,1,-4,0,1,6,2,74,-3,1,9,-3,-2,2,10,4,2,3,-3,8,5,0,6,2
1,4,-4,-2,5,5,1,-3,0,2,0,6,24,-4,1,7,-4,-2,2,10,97,5,4,-3,5,5,0,5,2
1,3,-4,-4,1,10,1,-4,6,1,2,2,68,-4,1,7,-3,-4,2,10,4,2,4,-2,7,5,1,2,2
2,3,-4,-1,0,8,1,-4,0,2,0,6,24,-3,1,8,-3,-2,2,10,17,5,3,-5,3,5,0,6,2
2,4,-4,-2,8,6,1,-4,0,1,8,1,28,-4,1,6,-3,-2,2,10,1,2,4,-3,7,5,3,6,2
2,2,-2,-2,7,7,1,-5,1,2,7,1,38,-5,1,7,-3,-3,2,10,1,5,4,-3,7,5,3,6,2
1,4,-4,-1,2,9,1,-4,2,2,0,1,33,-3,1,10,-5,-1,2,10,2,5,3,-5,4,5,5,6,2
2,3,-3,-2,5,6,1,-5,0,1,8,1,46,-5,1,8,-2,-3,2,10,1,2,4,-4,7,5,0,4,1
1,2,-4,-1,0,10,1,-2,4,1,0,1,42,-3,1,9,-5,-2,2,10,9,5,3,-5,4,5,1,3,4
2,3,-5,-1,0,8,1,-4,0,1,0,2,52,-3,1,10,-5,-2,2,10,2,6,5,-5,4,5,7,6,6
2,1,-4,-3,0,10,1,-2,7,2,0,1,40,-3,1,10,-5,-3,2,10,3,2,4,-4,3,5,7,5,3
1,3,-5,-1,0,10,1,-1,10,2,0,2,66,-2,1,10,-5,-1,2,10,8,2,5,-4,1,5,8,5,1
1,7,-5,-4,0,5,1,-4,6,2,8,1,31,-4,1,8,-4,-3,2,10,18,2,3,-4,5,5,7,5,5
2,7,-5,-4,7,9,1,-4,5,1,10,7,55,-2,1,7,-3,-4,2,10,4,2,5,-4,5,5,8,1,5
1,5,-3,-2,0,8,1,-3,0,1,0,1,42,-3,1,9,-5,-3,2,10,2,5,4,-4,4,5,10,6,2
2,3,-5,-2,7,4,1,-3,6,2,0,1,40,-4,1,9,-5,-2,2,10,4,5,5,-3,5,5,0,5,2
1,4,-5,-4,1,6,1,-5,1,2,5,1,42,-5,1,7,-5,-4,2,10,18,2,4,-5,7,5,1,3,3
1,6,-5,-1,0,10,1,-3,0,1,0,2,49,-2,1,10,-5,-1,2,10,7,5,3,-4,4,5,0,6,4
1,5,-4,-2,0,9,1,-5,0,2,0,2,65,-3,1,10,-4,-2,2,10,2,2,3,-4,5,5,2,2,3
2,4,-3,-1,6,5,1,-5,2,1,7,2,68,-4,1,6,-3,-2,2,10,4,1,3,-3,5,5,5,6,3
1,5,-4,-2,3,8,1,-2,9,2,0,2,42,-3,1,10,-5,-2,2,10,3,4,3,-3,1,5,3,3,3
2,1,-5,-4,1,9,1,-4,0,1,0,7,61,-3,1,10,-4,-3,2,10,97,2,4,-3,1,5,1,3,2
1,5,-2,-1,1,9,1,-4,3,1,0,2,66,-3,1,10,-4,-2,2,10,2,2,2,-4,1,5,10,4,3
2,2,-4,-2,0,5,1,-5,0,1,0,7,75,-5,1,10,-2,-3,2,10,1,1,3,-4,10,5,0,6,1
2,4,-5,-2,0,5,1,-5,0,1,0,1,48,-5,1,10,-5,-3,2,10,97,2,3,-5,99,5,0,6,1
2,5,-4,-1,10,7,1,-4,0,1,0,1,54,-3,1,8,-3,-2,2,10,4,4,3,-2,7,5,0,6,2
1,4,-3,-2,5,8,1,-3,5,1,5,1,25,-3,1,7,-4,-2,2,10,2,1,3,-4,5,5,5,6,3
2,5,-5,-2,1,9,1,-4,5,1,3,4,32,-4,1,8,-5,-2,2,10,7,4,5,-5,4,5,5,6,2
2,4,-3,-2,8,5,1,-4,0,1,5,2,59,-3,1,9,-3,-4,2,10,4,2,3,-3,7,5,5,5,1
2,1,-3,-2,5,8,1,-3,3,1,5,1,53,-3,1,10,-3,-3,2,10,4,2,3,-3,5,5,5,5,3
1,4,-3,-2,6,6,1,-3,4,1,5,6,23,-5,1,8,-3,-2,2,10,4,5,3,-3,5,5,6,4,2
1,4,-5,-2,8,7,1,-5,0,1,6,2,68,-4,1,8,-3,-4,2,10,4,1,4,-3,8,5,0,5,1
2,3,-3,-4,5,7,1,-2,8,2,3,1,41,-2,1,8,-5,-4,2,10,2,2,3,-3,3,5,8,6,2
2,5,-4,-2,6,6,1,-5,0,2,3,1,39,-4,1,8,-5,-2,3,10,4,5,5,-3,5,3,4,4,2
2,4,-5,-2,0,7,3,-3,3,1,0,7,74,-2,1,9,-5,-2,3,10,2,2,4,-5,3,3,10,1,2
1,3,-3,-4,5,6,1,-4,0,1,1,1,43,-3,1,6,-4,-3,3,10,2,1,4,-3,4,3,5,5,4
1,3,-5,-4,0,10,1,-3,5,2,0,2,59,-4,1,10,-4,-4,3,10,3,3,3,-3,98,3,5,3,1
1,5,-3,-2,3,8,1,-3,7,2,4,1,48,-2,1,8,-3,-1,3,10,6,4,2,-4,4,3,8,6,3
2,3,-3,-2,10,6,1,-4,0,1,0,1,59,-4,2,8,-2,-3,3,10,4,3,3,-2,6,3,0,4,1
1,4,-3,-2,0,7,1,-4,0,2,1,1,42,-3,1,7,-3,-3,3,10,2,4,4,-4,4,3,6,3,1
2,4,-4,-2,0,9,1,-2,8,1,0,1,45,-3,1,8,-5,-3,3,10,5,6,3,-4,3,2,4,4,2
1,4,-4,-4,4,6,1,-4,0,1,0,1,51,-4,1,9,-4,-4,3,10,97,2,4,-4,5,2,4,3,2
1,4,-5,-3,0,2,1,-3,4,1,0,2,60,-3,1,8,-4,-3,3,10,2,2,4,-4,4,2,5,3,3
1,1,-3,-3,6,7,1,-4,3,2,5,1,28,-3,1,8,-3,-2,3,10,18,3,2,-3,6,2,1,4,4
1,5,-3,-1,7,8,1,-2,8,1,2,2,69,-2,1,8,-5,-4,3,10,2,2,3,-5,5,2,10,2,3
2,6,-3,-1,0,9,1,-3,8,1,0,1,43,-3,1,9,-4,-2,3,10,3,5,3,-4,3,3,7,6,1
1,4,-3,-4,2,7,2,-5,2,1,0,1,48,-5,1,10,-5,-4,3,10,97,4,3,-5,5,3,3,6,1
2,3,-3,-4,8,6,1,-5,0,2,5,7,66,-3,1,9,-3,-3,3,10,4,2,4,-3,6,3,4,3,1
1,6,-3,-1,2,8,1,-2,8,1,0,1,44,-2,1,9,-5,-2,3,10,3,5,3,-4,3,3,6,3,3
1,4,-3,-2,8,5,1,-3,2,2,0,1,27,-3,1,8,-3,-3,3,10,4,5,3,-2,5,3,5,3,2
2,2,-4,-1,1,8,1,-5,0,2,0,6,29,-4,1,9,-4,-3,3,10,2,5,4,-4,5,3,6,4,1
2,4,-3,-2,0,8,1,-3,6,2,0,4,40,-3,1,8,-3,-3,3,10,97,2,3,-3,4,3,6,5,3
2,1,-5,-4,0,1,1,-5,0,1,2,4,26,-5,1,10,-4,-4,3,10,18,5,5,-5,7,3,0,5,1
2,5,-3,-1,10,10,1,-1,0,1,0,4,52,-3,1,9,-5,-1,3,10,3,2,3,-3,1,3,0,5,1
1,3,-3,-2,7,7,1,-4,0,1,7,1,51,-3,1,8,-3,-2,3,10,97,2,2,-3,6,3,7,3,2
1,8,-5,-1,0,10,1,-1,10,2,0,3,64,-4,1,10,-5,-1,3,10,3,2,5,-5,5,3,0,4,1
1,4,-5,-2,5,8,1,-3,8,2,0,1,33,-4,1,9,-5,-2,3,10,5,5,4,-3,3,3,0,6,2
1,4,-3,-4,0,7,1,-3,0,2,0,2,62,-3,1,9,-3,-3,3,10,2,2,3,-3,4,3,10,3,1
2,5,-2,-1,0,8,1,-2,2,1,0,2,66,-3,1,10,-5,-2,3,10,5,2,4,-3,1,3,2,2,2
2,4,-3,-1,0,9,1,-3,6,2,0,1,60,-3,1,10,-4,-2,3,10,5,5,4,-4,2,3,10,3,1
2,1,-3,-1,0,7,1,-2,10,1,0,4,50,-2,1,6,-4,-2,3,10,2,5,3,-4,1,3,10,3,2
1,3,-3,-1,0,9,1,-3,8,2,0,2,80,-2,1,9,-4,-2,3,10,5,5,4,-4,2,3,10,2,2
1,3,-5,-4,3,5,1,-3,3,2,2,1,41,-4,1,8,-4,-4,3,10,2,2,4,-3,3,3,5,3,2
2,4,-4,-2,0,10,1,-2,9,2,0,3,80,-3,1,10,-5,-2,3,10,5,2,4,-5,1,3,8,1,1
1,9,-5,-4,0,7,1,-5,0,1,0,4,36,-3,1,10,-5,-4,3,10,5,2,4,-5,1,3,0,3,10
2,1,-4,-3,0,9,1,-3,0,1,0,1,41,-2,1,10,-5,-3,3,10,2,5,5,-4,1,4,10,5,1
2,5,-5,-2,7,7,1,-5,0,1,6,1,51,-4,1,8,-3,-3,3,10,4,1,3,-3,6,4,0,6,2
1,2,-5,-4,5,8,1,-3,5,2,0,6,24,-2,1,9,-3,-3,3,10,2,5,5,-3,2,4,7,6,1
1,4,-3,-2,0,10,1,-4,0,2,0,1,53,-3,1,10,-4,-2,3,10,2,2,5,-5,1,4,10,5,2
1,4,-3,-1,5,8,1,-5,0,1,0,1,31,-4,1,7,-4,-2,3,10,18,5,4,-2,8,4,0,5,1
1,5,-5,-4,0,5,1,-5,0,2,0,2,42,-3,1,7,-2,-3,3,10,18,2,4,-3,10,4,0,2,1
2,4,-3,-1,0,9,1,-4,5,1,0,6,19,-3,1,8,-4,-2,3,10,2,2,3,-4,2,4,8,4,1
1,1,-5,-2,8,5,1,-5,1,2,5,4,40,-5,1,10,-5,-3,2,10,4,2,4,-3,5,5,5,6,1
1,4,-5,-2,1,5,1,-5,1,2,9,1,21,-5,2,8,-2,-2,2,10,1,4,3,-5,7,5,1,4,1
1,2,-3,-3,5,5,1,-5,0,2,3,1,25,-3,1,9,-3,-3,2,10,4,2,4,-4,5,5,2,5,1
2,3,-4,-1,6,7,1,-5,0,1,6,1,61,-5,1,6,-4,-3,2,10,4,2,3,-3,6,5,0,6,1
2,3,-4,-3,6,6,1,-5,0,2,4,6,21,-5,1,7,-4,-3,2,10,18,2,4,-4,8,5,0,3,1
1,1,-5,-3,10,6,1,-5,0,1,2,1,49,-5,1,10,-2,-3,2,10,4,2,5,-3,7,5,0,5,1
2,4,-3,-2,5,8,1,-5,1,2,5,2,70,-3,1,6,-2,-2,2,10,4,1,3,-2,7,5,3,5,2
2,5,-5,-3,8,7,1,-5,0,2,10,1,60,-4,1,8,-3,-4,2,10,1,2,5,-2,8,5,2,5,2
1,2,-2,-1,0,8,1,-2,0,1,0,2,62,-1,1,9,-5,-2,2,10,2,4,2,-3,2,5,10,3,2
1,3,-4,-1,0,8,1,-3,10,1,0,2,68,-3,1,8,-5,-1,2,10,3,5,3,-4,3,5,4,3,2
2,1,-4,-2,2,8,1,-4,4,2,0,1,43,-4,1,10,-5,-2,3,10,2,5,5,-4,5,1,8,4,3
2,4,-3,-2,9,6,3,-3,4,2,9,3,58,-3,1,6,-2,-3,3,10,1,1,3,-3,6,1,6,2,3
1,3,-4,-2,6,5,1,-4,0,2,6,1,44,-3,1,7,-3,-2,3,10,4,2,3,-3,6,1,4,5,2
1,4,-3,-3,6,5,1,-3,3,2,5,1,52,-3,1,8,-3,-3,3,10,4,2,3,-2,6,1,4,5,3
1,6,-5,-4,9,8,1,-5,0,1,0,1,38,-5,1,10,-5,-3,3,10,95,4,4,-4,5,4,1,4,1
1,3,-4,-4,2,7,1,-4,1,1,3,2,62,-4,1,8,-4,-4,3,10,97,1,3,-4,99,4,2,3,2
1,3,-4,-2,0,7,1,-3,3,1,0,6,21,-4,1,8,-4,-1,3,10,17,5,4,-4,1,4,0,5,2
2,3,-5,-4,9,6,1,-5,0,2,8,1,35,-5,1,8,-4,-3,3,10,97,2,4,-3,99,4,0,5,1
2,3,-3,-1,0,8,1,-4,0,2,0,1,30,-3,1,8,-5,-1,3,10,7,1,3,-5,1,4,4,6,4
2,3,-3,-4,5,5,1,-3,2,1,5,7,53,-3,1,7,-3,-4,3,7,97,2,4,-3,5,1,5,3,1
1,3,-5,-4,5,5,3,-5,0,1,5,2,73,-5,1,8,-2,-3,3,7,97,2,3,-5,7,1,0,1,1
2,3,-5,-4,5,5,1,-5,2,1,3,4,38,-5,1,8,-5,-4,3,7,97,2,4,-5,5,1,5,5,1
2,3,-4,-4,0,6,1,-4,0,1,0,7,68,-3,1,9,-4,-3,3,7,2,1,5,-4,3,1,10,3,1
1,3,-4,-4,0,5,3,-4,0,2,0,1,42,-3,1,9,-4,-4,3,7,2,2,3,-4,3,1,10,3,2
1,4,-5,-2,5,5,3,-3,5,1,5,1,45,-3,1,6,-3,-3,3,7,97,5,4,-3,98,3,5,3,2
1,3,-4,-4,6,5,1,-4,0,1,8,1,19,-4,1,8,-3,-4,3,7,1,1,4,-3,7,3,0,3,1
1,3,-3,-4,7,7,1,-3,0,1,5,1,42,-3,1,8,-3,-4,3,7,4,4,3,-3,7,2,2,3,1
2,2,-5,-4,7,7,1,-4,0,2,7,1,41,-4,1,7,-3,-3,3,7,4,2,4,-3,7,3,0,3,1
2,3,-3,-4,6,7,1,-4,0,2,6,7,26,-3,1,7,-2,-4,3,7,4,2,3,-3,7,3,0,3,1
1,2,-3,-4,6,5,1,-4,0,2,7,1,33,-4,1,7,-3,-3,3,7,97,1,2,-3,7,2,0,4,1
2,3,-3,-4,5,5,1,-3,5,1,0,7,53,-3,1,7,-3,-3,3,7,3,5,5,-3,1,2,5,3,1
2,4,-3,-4,5,5,1,-3,5,2,5,7,35,-3,1,7,-3,-4,3,7,97,2,4,-3,5,2,5,4,2
1,3,-5,-2,0,5,1,-5,0,1,0,1,46,-3,1,8,-5,-3,3,7,2,5,3,-5,3,3,9,6,2
1,5,-5,-4,0,5,1,-5,0,2,0,1,26,-5,1,5,-5,-4,3,7,97,2,4,-5,98,3,0,2,1
2,3,-4,-4,7,6,1,-3,0,1,7,7,55,-3,1,8,-3,-4,3,7,97,2,2,-3,7,3,1,4,1
1,2,-4,-4,5,5,1,-4,0,2,9,4,28,-4,1,7,-3,-4,3,7,1,3,3,-4,7,3,0,3,2
2,3,-5,-4,3,5,1,-5,1,1,0,4,51,-2,1,9,-5,-3,3,7,2,2,3,-5,4,3,10,3,1
1,2,-3,-4,0,5,1,-4,0,1,10,1,47,-3,1,7,-3,-3,3,7,1,1,3,-3,6,3,0,5,1
2,4,-5,-4,6,6,1,-5,1,2,5,7,41,-5,1,7,-5,-4,3,7,97,2,3,-5,5,3,4,4,2
2,5,-5,-2,0,5,1,-5,0,1,0,1,29,-5,1,10,-5,-3,3,7,97,5,4,-5,3,3,0,6,1
2,3,-5,-4,9,5,2,-5,0,2,8,1,39,-5,1,7,-5,-3,3,7,97,1,3,-5,5,3,1,5,2
1,2,-4,-2,0,5,1,-5,0,1,10,1,49,-4,1,7,-2,-2,3,7,1,1,3,-2,7,3,0,6,1
1,5,-4,-4,5,5,1,-4,5,2,5,1,24,-4,1,9,-4,-4,3,7,97,5,4,-4,99,3,5,5,1
2,3,-5,-4,5,6,1,-5,0,1,9,7,57,-5,1,7,-3,-4,3,7,1,1,4,-5,7,3,0,3,2
2,2,-4,-4,5,6,1,-4,0,2,8,4,27,-4,1,7,-4,-4,3,7,97,2,3,-4,5,3,0,3,1
2,3,-4,-4,6,5,1,-4,0,1,2,6,19,-4,1,9,-4,-4,3,7,97,1,3,-3,6,3,2,3,1
2,3,-5,-2,10,6,2,-5,0,2,0,4,37,-4,1,8,-4,-3,3,7,97,5,3,-4,5,2,0,5,1
1,4,-3,-2,7,7,2,-3,3,2,5,4,33,-3,1,8,-3,-2,3,7,4,2,3,-2,7,2,5,6,3
2,5,-3,-2,6,6,2,-4,6,1,0,1,46,-3,1,6,-5,-2,3,7,2,2,3,-3,5,3,8,6,2
1,5,-4,-3,4,8,2,-4,4,1,0,1,50,-3,1,9,-4,-3,3,7,5,5,3,-4,4,3,5,5,3
2,5,-5,-1,0,9,2,-4,3,1,0,1,25,-4,1,8,-4,-2,3,7,5,4,3,-4,4,3,0,6,1
1,4,-3,-1,5,6,2,-3,0,1,0,4,25,-3,1,8,-4,-2,3,7,2,4,3,-3,5,3,5,6,2
1,5,-5,-2,0,7,2,-5,0,1,0,1,36,-5,1,8,-4,-4,3,7,97,2,5,-5,5,3,0,4,3
1,1,-5,-3,5,5,2,-5,0,1,6,1,45,-4,1,8,-3,-2,3,7,4,2,3,-3,6,2,0,3,1
1,4,-4,-1,0,7,2,-3,7,1,0,1,37,-3,1,8,-4,-2,3,7,2,2,4,-3,4,2,10,3,2
2,5,-3,-3,3,6,2,-3,7,1,0,1,46,-2,1,6,-5,-3,3,7,2,2,3,-4,5,2,9,3,4
1,3,-5,-2,0,8,1,-4,3,1,0,1,59,-3,1,7,-3,-3,3,7,5,2,5,-4,3,2,6,2,1
2,4,-3,-1,4,4,3,-4,0,1,5,7,44,-4,1,7,-3,-2,3,7,18,1,3,-3,7,2,0,3,3
2,4,-3,-2,4,8,2,-3,6,1,2,2,70,-2,1,8,-3,-2,3,7,97,2,3,-3,5,2,7,2,3
1,3,-5,-3,8,7,2,-5,0,1,5,6,23,-4,1,8,-3,-3,3,7,4,1,5,-2,8,2,0,6,1
2,2,-4,-2,1,7,1,-3,5,1,0,6,23,-3,1,9,-4,-3,3,7,17,5,4,-4,4,2,5,6,2
1,3,-4,-1,4,5,2,-4,0,1,8,1,55,-5,1,7,-2,-1,3,7,1,1,3,-3,8,2,0,3,1
2,5,-4,-2,8,7,2,-4,0,1,5,1,19,-3,1,6,-3,-3,3,7,4,4,4,-3,6,3,5,4,4
2,4,-5,-1,0,10,2,-3,10,2,0,1,59,-3,1,10,-4,-1,3,7,5,2,3,-4,1,3,8,3,2
1,4,-4,-4,6,6,1,-4,0,2,8,2,62,-4,1,8,-3,-4,3,7,1,1,4,-3,8,3,0,2,1
1,2,-5,-2,7,8,2,-4,1,2,3,1,23,-3,1,7,-3,-3,3,7,18,1,5,-2,8,3,2,3,1
2,5,-3,-2,9,7,2,-4,0,1,8,4,31,-3,1,7,-2,-2,3,7,4,2,3,-2,8,3,5,6,2
1,3,-5,-3,8,7,2,-4,0,1,8,1,52,-4,1,8,-2,-4,3,7,1,2,2,-2,7,3,1,2,2
1,2,-4,-2,0,6,2,-5,0,1,8,1,33,-3,1,8,-2,-3,3,7,1,2,3,-4,8,3,0,3,2
1,1,-5,-1,0,3,2,-5,0,2,10,1,38,-5,1,6,-3,-1,3,7,18,1,5,-5,10,3,0,5,1
1,5,-4,-1,0,9,2,-3,4,1,0,1,47,-3,1,8,-5,-3,3,7,97,2,3,-4,4,3,7,4,3
2,1,-5,-3,2,5,2,-5,0,1,0,1,26,-5,1,10,-5,-3,3,7,2,2,5,-5,6,3,2,5,8
1,5,-5,-2,0,10,1,-5,0,2,0,1,27,-5,1,9,-5,-3,3,7,97,2,5,-5,6,3,2,5,1
2,4,-5,-2,6,6,2,-5,0,2,5,1,41,-4,1,8,-3,-3,3,7,1,2,3,-3,6,2,0,5,1
1,5,-1,-3,0,7,2,-4,0,1,5,1,43,-3,1,8,-3,-3,3,7,2,2,3,-4,5,2,7,3,1
1,4,-4,-1,5,7,1,-3,4,1,5,1,27,-3,1,7,-3,-2,3,7,2,4,4,-3,4,3,6,6,2
1,4,-5,-1,5,5,1,-5,0,1,5,1,47,-5,1,5,-5,-4,3,7,97,1,3,-5,5,3,0,5,1
2,5,-5,-4,0,5,1,-4,0,2,0,1,38,-4,1,7,-4,-4,3,7,97,2,3,-4,5,3,0,6,3
2,2,-4,-1,1,7,1,-4,0,1,9,4,34,-5,1,7,-3,-3,3,7,1,2,5,-3,7,3,0,3,1
1,4,-3,-2,0,5,1,-4,0,1,0,1,40,-3,1,7,-3,-3,3,7,2,1,3,-3,4,3,10,3,1
1,4,-2,-1,0,7,1,-3,0,2,0,1,55,-2,1,8,-4,-2,3,7,2,1,2,-4,4,3,10,3,1
1,1,-5,-4,0,6,1,-5,0,1,0,1,24,-5,1,7,-5,-4,3,7,18,2,5,-5,5,3,0,3,1
2,4,-2,-3,0,7,1,-2,0,2,0,4,36,-2,1,7,-3,-3,3,7,2,2,2,-3,4,3,10,3,2
2,2,-3,-4,0,6,1,-4,0,1,10,2,86,-3,1,9,-1,-4,3,7,1,1,5,-4,9,1,0,2,1
2,4,-5,-1,7,5,1,-5,0,1,0,1,55,-4,1,6,-4,-3,3,7,97,1,4,-3,4,1,7,3,1
1,2,-5,-4,0,1,1,-4,0,1,0,2,54,-4,1,4,-4,-4,3,7,97,1,1,-4,8,1,0,3,1
1,3,-4,-3,0,5,3,-5,0,1,10,2,86,-5,1,7,-2,-3,3,7,1,1,4,-3,7,1,0,2,1
